Application_ID,Age,Gender,City,Employment_Type,Annual_Income,Employment_Duration_Years,Number_of_Dependents,Loan_Purpose,Loan_Amount,Loan_Tenure_Months,Existing_Loans_Count,Total_Outstanding_Debt,Existing_Monthly_EMI,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Credit_Utilization,Previous_Defaults,Missed_Payments,Maximum_Days_Past_Due,Recent_Credit_Enquiries,Credit_History_Length,Number_of_Credit_Accounts,Payment_History,Credit_Score,Risk_Grade,Decision
3001349,32,Male,Nagpur,Salaried,732300,4.5,1,Business,968000,60,0,0.0,0.0,37.77,132.19,8.76,1,1,6,2,8.6,5,86.97,685,D,Approve
3001350,36,Male,Thane,Salaried,1181000,9.4,2,Home,2574000,12,0,0.0,0.0,95.0,217.95,33.34,0,2,28,3,9.8,1,94.24,702,C,Reject
3001351,32,Female,Indore,Salaried,1215200,1.1,0,Home,1241000,36,1,207100.0,6550.0,46.56,102.12,40.66,0,0,0,0,2.4,4,97.03,677,D,Approve
3001352,28,Female,Indore,Self-Employed,1095100,3.1,0,Personal,2197000,72,2,711900.0,25490.0,82.6,200.62,38.81,0,0,0,2,5.0,8,95.97,660,D,Reject
3001353,30,Male,Thane,Self-Employed,544600,8.1,3,Vehicle,1067000,12,1,422100.0,16300.0,95.0,195.92,21.38,0,0,0,4,0.5,3,98.51,650,D,Reject
3001354,27,Male,Aurangabad,Salaried,779500,2.4,3,Home,563000,48,3,1940700.0,67960.0,95.0,72.23,27.83,0,1,8,3,6.4,7,99.32,686,D,Reject
3001355,47,Female,Chennai,Professional,664500,7.7,1,Education,1683000,36,0,0.0,0.0,95.0,253.27,24.74,0,1,6,7,28.2,2,97.47,723,C,Reject
3001356,36,Male,Pune,Salaried,896600,6.8,1,Home,1482000,36,2,232800.0,5070.0,77.53,165.29,48.21,0,1,15,4,14.7,5,100.0,698,D,Reject
3001357,55,Male,Noida,Business Owner,533300,5.8,2,Home,1278000,48,1,25900.0,1060.0,80.37,239.64,15.75,0,2,29,1,29.4,3,88.3,775,B,Approve
3001358,39,Male,Thane,Contract,577500,8.9,2,Consumer Durable,917000,84,0,0.0,0.0,37.8,158.79,11.8,0,0,0,4,19.6,3,99.84,733,C,Approve
3001359,41,Female,Indore,Salaried,640600,2.9,1,Education,820000,36,0,0.0,0.0,49.75,128.0,41.39,0,1,16,3,19.7,3,95.47,715,C,Approve
3001360,27,Male,Noida,Professional,935600,3.1,0,Home,2163000,60,1,434800.0,14580.0,76.87,231.19,25.93,0,1,7,2,3.9,3,99.57,688,D,Approve
3001361,34,Female,Aurangabad,Salaried,1574700,6.7,0,Vehicle,3813000,60,0,0.0,0.0,63.65,242.14,23.63,0,0,0,4,3.0,1,93.91,656,D,Reject
3001362,37,Male,Indore,Self-Employed,644300,3.2,2,Medical,1529000,48,3,571200.0,14880.0,95.0,237.31,40.13,0,0,0,2,11.2,4,100.0,688,D,Reject
3001363,31,Female,Gurugram,Professional,699200,3.1,3,Home Renovation,1620000,48,1,113400.0,3240.0,76.32,231.69,16.87,0,1,13,2,7.6,7,100.0,693,D,Reject
3001364,32,Male,Delhi,Salaried,655300,7.7,5,Personal,1112000,12,3,707900.0,18530.0,95.0,169.69,8.94,0,0,0,4,7.9,6,100.0,704,C,Reject
3001365,40,Male,Delhi,Salaried,2127500,9.7,1,Business,2399000,60,1,660400.0,27350.0,43.94,112.76,20.82,0,0,0,1,14.9,5,96.96,740,C,Approve
3001366,40,Male,Delhi,Salaried,443500,3.8,2,Vehicle,163000,48,2,211100.0,7030.0,31.65,36.75,34.91,0,0,0,0,20.5,5,100.0,726,C,Approve
3001367,25,Male,Nashik,Salaried,400200,7.2,1,Business,1047000,84,0,0.0,0.0,64.94,261.62,30.08,0,0,0,3,4.4,4,100.0,681,D,Reject
3001368,38,Male,Gurugram,Salaried,835900,5.6,3,Home Renovation,2037000,48,1,86600.0,2820.0,80.36,243.69,49.48,0,1,15,2,5.8,3,100.0,670,D,Reject
3001369,41,Male,Aurangabad,Salaried,959800,5.6,1,Consumer Durable,1077000,60,0,0.0,0.0,32.58,112.21,45.43,0,0,0,1,21.3,2,99.75,754,B,Approve
3001370,31,Male,Nagpur,Salaried,457600,4.7,2,Home,730000,12,0,0.0,0.0,95.0,159.53,27.05,0,2,32,2,5.5,3,96.29,651,D,Reject
3001371,30,Male,Indore,Salaried,763700,5.0,2,Personal,1566000,12,2,680100.0,16330.0,95.0,205.05,51.88,0,2,11,6,7.9,4,93.86,626,E,Approve
3001372,40,Female,Indore,Business Owner,653800,6.5,3,Vehicle,888000,48,1,518200.0,18590.0,80.55,135.82,16.72,0,1,18,1,18.7,4,100.0,731,C,Approve
3001373,21,Male,Pune,Business Owner,590800,4.0,1,Personal,1526000,24,0,0.0,0.0,95.0,258.29,19.03,1,2,28,2,0.5,4,88.86,592,E,Reject
3001374,36,Female,Delhi,Salaried,499900,8.4,1,Personal,342000,60,1,64600.0,1800.0,21.6,68.41,23.92,0,1,16,2,14.3,4,96.1,736,C,Approve
3001375,50,Female,Thane,Salaried,691800,3.4,0,Education,1751000,48,2,927700.0,33640.0,95.0,253.11,26.64,0,1,6,1,26.9,10,93.95,771,B,Reject
3001376,21,Male,Chennai,Salaried,237600,6.7,0,Personal,234000,60,0,0.0,0.0,29.16,98.48,59.4,0,0,0,0,1.6,1,100.0,676,D,Reject
3001377,43,Female,Jaipur,Business Owner,495600,8.0,2,Home,284000,36,1,94000.0,3130.0,31.12,57.3,22.54,0,1,8,2,22.9,4,98.91,742,C,Reject
3001378,41,Female,Noida,Self-Employed,1949900,5.4,0,Home,920000,24,4,965200.0,23840.0,41.7,47.18,15.65,0,1,15,0,24.3,8,95.22,778,B,Approve
3001379,24,Female,Hyderabad,Salaried,704100,3.8,3,Consumer Durable,1433000,48,1,240500.0,8620.0,85.96,203.52,10.28,0,1,12,2,4.2,5,96.31,704,C,Reject
3001380,40,Male,Mumbai,Salaried,417400,3.8,1,Business,457000,36,0,0.0,0.0,45.26,109.49,37.82,1,3,31,3,12.7,1,88.06,635,E,Reject
3001381,45,Male,Nagpur,Salaried,1213100,3.7,0,Home,1246000,36,2,729200.0,25940.0,67.94,102.71,24.24,0,1,14,2,22.3,4,99.69,759,B,Approve
3001382,26,Male,Noida,Business Owner,1131300,5.0,2,Education,829000,24,0,0.0,0.0,43.74,73.28,28.57,2,1,14,1,0.5,4,80.66,600,E,Reject
3001383,30,Male,Hyderabad,Contract,922800,3.7,1,Vehicle,1647000,60,0,0.0,0.0,53.44,178.48,2.37,0,0,0,0,9.5,3,100.0,768,B,Approve
3001384,36,Other,Mumbai,Contract,826000,4.2,2,Personal,380000,24,1,54600.0,2210.0,30.32,46.0,8.75,1,0,0,0,10.6,4,96.32,671,D,Approve
3001385,44,Female,Mumbai,Self-Employed,492200,3.4,5,Business,159000,24,0,0.0,0.0,18.5,32.3,15.74,0,0,0,2,20.8,1,100.0,766,B,Approve
3001386,31,Male,Chennai,Salaried,806900,2.1,4,Personal,1225000,60,2,474800.0,9120.0,59.05,151.82,21.95,0,1,14,4,4.7,5,96.29,657,D,Reject
3001387,36,Female,Gurugram,Salaried,657000,10.3,3,Medical,1450000,72,0,0.0,0.0,57.0,220.7,10.34,0,1,17,1,1.0,1,97.12,722,C,Approve
3001388,30,Male,Jaipur,Self-Employed,817000,0.5,4,Business,711000,72,2,288300.0,11440.0,35.74,87.03,51.63,0,0,0,2,4.6,6,96.4,633,E,Reject
3001389,36,Female,Jaipur,Salaried,602500,6.4,1,Medical,572000,24,1,125100.0,2440.0,58.09,94.94,61.56,0,0,0,2,13.5,4,100.0,649,E,Approve
3001390,45,Male,Nashik,Salaried,435500,1.8,1,Personal,966000,48,0,0.0,0.0,77.0,221.81,30.84,0,0,0,0,14.6,3,98.43,723,C,Reject
3001391,37,Female,Pune,Contract,1149000,5.5,0,Vehicle,2495000,36,2,2983000.0,107940.0,95.0,217.15,33.33,0,1,14,5,16.7,5,94.66,709,C,Reject
3001392,33,Female,Bengaluru,Business Owner,766700,6.1,0,Business,1214000,36,0,0.0,0.0,61.13,158.34,12.4,1,1,10,0,5.7,2,89.84,663,D,Reject
3001393,36,Male,Nashik,Self-Employed,457900,2.3,0,Vehicle,518000,24,1,107500.0,2890.0,72.89,113.13,13.94,0,0,0,3,13.0,5,97.94,724,C,Reject
3001394,29,Male,Noida,Business Owner,666500,2.8,3,Vehicle,1655000,36,1,99400.0,3400.0,95.0,248.31,37.69,0,1,13,5,5.6,4,96.17,649,E,Reject
3001395,28,Female,Noida,Salaried,614800,4.5,1,Home,1081000,24,1,36200.0,1130.0,95.0,175.83,54.82,0,0,0,2,1.9,8,100.0,625,E,Reject
3001396,46,Male,Noida,Salaried,529300,3.1,1,Personal,509000,84,1,85900.0,2390.0,28.08,96.16,36.14,0,0,0,2,23.7,3,100.0,744,C,Approve
3001397,50,Male,Hyderabad,Salaried,348000,4.7,2,Personal,152000,84,0,0.0,0.0,8.88,43.68,13.92,0,1,12,3,24.5,3,96.52,770,B,Approve
3001398,21,Female,Nashik,Salaried,1387800,4.9,3,Personal,504000,12,1,552400.0,20050.0,56.65,36.32,40.75,0,1,18,2,0.5,7,96.99,635,E,Approve
3001399,41,Female,Hyderabad,Salaried,321900,2.9,2,Vehicle,713000,36,1,292600.0,11930.0,95.0,221.5,65.6,0,0,0,0,16.7,6,100.0,656,D,Reject
3001400,43,Male,Thane,Professional,370600,7.5,1,Personal,830000,24,0,0.0,0.0,95.0,223.96,47.36,1,4,60,2,16.7,2,74.15,620,E,Reject
3001401,26,Male,Jaipur,Salaried,793500,7.1,1,Vehicle,1029000,72,0,0.0,0.0,30.08,129.68,21.92,0,0,0,1,1.0,1,99.58,706,C,Approve
3001402,32,Male,Pune,Salaried,715200,2.7,2,Personal,470000,60,2,171800.0,3960.0,24.07,65.72,35.23,0,1,15,3,3.8,4,95.9,659,D,Approve
3001403,31,Female,Noida,Self-Employed,677000,1.2,1,Vehicle,310000,60,0,0.0,0.0,13.04,45.79,49.73,0,0,0,3,16.4,1,96.61,657,D,Approve
3001404,52,Male,Ahmedabad,Self-Employed,866700,8.8,0,Medical,842000,60,0,0.0,0.0,26.75,97.15,29.14,0,1,14,1,32.7,2,94.93,782,B,Approve
3001405,50,Male,Noida,Self-Employed,624100,0.5,1,Personal,955000,36,0,0.0,0.0,60.45,153.02,13.86,0,1,13,1,32.8,3,93.7,785,B,Approve
3001406,28,Male,Jaipur,Salaried,806900,2.6,2,Home,1805000,48,0,0.0,0.0,69.68,223.7,29.58,0,1,16,0,6.6,3,95.93,655,D,Reject
3001407,24,Female,Jaipur,Salaried,2793800,8.1,3,Business,1219000,48,0,0.0,0.0,13.97,43.63,23.82,0,1,16,3,0.5,2,94.4,681,D,Approve
3001408,43,Male,Chennai,Salaried,509100,5.8,2,Home Renovation,272000,48,2,926600.0,34330.0,95.0,53.43,49.04,0,1,11,1,20.3,3,93.29,675,D,Reject
3001409,41,Female,Nagpur,Professional,593900,8.3,3,Vehicle,1625000,36,0,0.0,0.0,95.0,273.62,49.74,0,2,12,5,16.9,4,94.93,674,D,Reject
3001410,47,Female,Bhopal,Self-Employed,518700,8.8,2,Business,644000,60,0,0.0,0.0,33.83,124.16,55.81,0,1,15,2,28.2,2,96.12,726,C,Approve
3001411,27,Female,Pune,Self-Employed,498000,3.0,2,Home,1379000,72,1,717700.0,19240.0,95.0,276.91,57.1,0,0,0,5,0.5,5,100.0,625,E,Reject
3001412,42,Female,Mumbai,Professional,375400,7.3,2,Home Renovation,486000,48,0,0.0,0.0,42.26,129.46,29.86,1,2,20,2,17.4,2,90.51,666,D,Approve
3001413,30,Female,Delhi,Salaried,1366400,5.3,0,Education,3749000,36,1,135800.0,4030.0,95.0,274.37,36.31,1,3,24,3,2.7,6,82.59,611,E,Reject
3001414,41,Female,Noida,Salaried,762800,2.7,1,Personal,436000,36,0,0.0,0.0,23.38,57.16,47.28,0,2,25,4,15.8,2,97.77,680,D,Approve
3001415,36,Male,Mumbai,Salaried,396600,3.6,0,Business,215000,60,0,0.0,0.0,14.03,54.21,26.28,0,1,15,2,8.6,4,94.88,719,C,Approve
3001416,52,Female,Nagpur,Business Owner,1057500,2.5,6,Personal,2937000,36,3,895900.0,23270.0,95.0,277.73,69.4,0,1,6,1,28.7,10,97.92,728,C,Reject
3001417,40,Male,Aurangabad,Contract,321400,6.6,1,Personal,349000,36,1,420800.0,8510.0,76.9,108.59,33.24,1,1,16,0,10.7,2,92.18,644,E,Reject
3001418,33,Male,Thane,Salaried,1000700,1.3,1,Home,2279000,24,0,0.0,0.0,95.0,227.74,9.17,0,0,0,2,13.7,4,100.0,753,B,Reject
3001419,37,Female,Bhopal,Salaried,691200,2.0,1,Business,1405000,60,1,386500.0,11950.0,81.41,203.27,35.9,0,0,0,6,16.8,3,100.0,713,C,Reject
3001420,35,Female,Pune,Business Owner,679600,7.5,1,Medical,1338000,36,0,0.0,0.0,83.52,196.88,11.06,0,0,0,4,8.3,4,98.38,723,C,Reject
3001421,26,Female,Ahmedabad,Salaried,1018100,7.2,0,Vehicle,623000,48,0,0.0,0.0,18.33,61.19,27.13,0,0,0,0,0.5,2,93.1,664,D,Approve
3001422,52,Male,Nashik,Salaried,692800,3.3,0,Home Renovation,1075000,36,0,0.0,0.0,60.38,155.17,15.5,0,1,11,2,34.0,4,97.08,818,A,Approve
3001423,50,Male,Mumbai,Salaried,409100,6.7,0,Business,974000,24,1,407900.0,15900.0,95.0,238.08,4.06,0,0,0,2,26.9,4,100.0,773,B,Approve
3001424,35,Male,Thane,Salaried,370200,5.0,1,Home Renovation,370000,12,0,0.0,0.0,95.0,99.95,13.7,0,1,15,3,11.3,2,99.08,695,D,Approve
3001425,42,Male,Pune,Salaried,865800,1.4,1,Education,2277000,36,2,520900.0,16020.0,95.0,262.99,29.97,0,2,33,4,19.3,5,93.8,684,D,Reject
3001426,53,Male,Delhi,Salaried,439100,2.5,0,Medical,168000,24,0,0.0,0.0,21.55,38.26,1.71,0,1,13,1,25.2,3,97.37,783,B,Approve
3001427,47,Male,Nagpur,Professional,450400,4.7,2,Education,1239000,48,1,58200.0,2390.0,92.38,275.09,50.22,1,0,0,5,26.6,3,96.26,670,D,Reject
3001428,33,Male,Hyderabad,Professional,669600,11.4,3,Personal,816000,24,1,24900.0,520.0,71.97,121.86,24.01,0,0,0,1,14.1,2,99.17,719,C,Approve
3001429,35,Female,Aurangabad,Salaried,458600,6.5,2,Consumer Durable,463000,36,2,598200.0,23200.0,95.0,100.96,31.69,0,0,0,1,4.6,5,99.03,645,E,Reject
3001430,21,Male,Bhopal,Contract,653600,8.4,4,Personal,829000,60,1,119100.0,3970.0,39.59,126.84,33.42,0,0,0,3,0.5,3,98.93,667,D,Approve
3001431,43,Female,Indore,Salaried,545900,0.5,3,Personal,1198000,24,0,0.0,0.0,95.0,219.45,32.09,0,1,16,1,16.9,4,98.36,708,C,Reject
3001432,47,Female,Ahmedabad,Self-Employed,362300,3.8,0,Vehicle,847000,24,0,0.0,0.0,95.0,233.78,75.34,0,0,0,2,24.9,2,100.0,676,D,Reject
3001433,47,Male,Bhopal,Salaried,527700,2.7,2,Education,228000,36,1,170800.0,3930.0,27.63,43.21,15.06,0,3,25,1,26.1,4,89.6,762,B,Approve
3001434,42,Male,Pune,Self-Employed,538800,6.4,1,Personal,267000,72,0,0.0,0.0,12.07,49.55,62.2,0,0,0,0,21.4,7,100.0,679,D,Reject
3001435,39,Male,Nashik,Salaried,971200,4.9,2,Home,2016000,36,0,0.0,0.0,84.04,207.58,33.67,0,0,0,3,20.9,2,99.91,725,C,Reject
3001436,28,Female,Pune,Business Owner,2014300,0.5,1,Personal,5000000,24,0,0.0,0.0,95.0,248.23,77.73,0,1,13,3,9.9,3,92.96,615,E,Reject
3001437,39,Male,Nagpur,Professional,430800,8.9,1,Business,916000,12,2,342700.0,12830.0,95.0,212.63,12.59,0,0,0,1,19.2,3,100.0,730,C,Reject
3001438,31,Male,Indore,Salaried,484800,3.8,1,Business,410000,60,0,0.0,0.0,21.53,84.57,65.56,0,0,0,0,7.1,5,99.14,660,D,Approve
3001439,40,Female,Jaipur,Contract,325400,5.8,1,Vehicle,386000,36,0,0.0,0.0,45.54,118.62,62.31,0,1,10,1,18.4,3,95.36,679,D,Reject
3001440,30,Female,Chennai,Salaried,250900,11.4,1,Business,357000,72,0,0.0,0.0,33.55,142.29,32.86,0,0,0,3,6.3,5,100.0,646,E,Reject
3001441,40,Male,Delhi,Salaried,743200,5.6,2,Personal,244000,36,1,113600.0,2810.0,18.55,32.83,53.76,0,2,34,1,18.8,5,96.5,713,C,Reject
3001442,47,Male,Bhopal,Professional,583300,1.3,2,Personal,1534000,60,0,0.0,0.0,72.55,262.99,29.05,0,0,0,2,20.0,5,100.0,724,C,Reject
3001443,39,Male,Thane,Salaried,726900,4.6,1,Medical,1578000,48,0,0.0,0.0,75.76,217.09,15.31,0,0,0,4,18.0,2,100.0,742,C,Approve
3001444,39,Male,Pune,Salaried,496400,6.1,2,Home,297000,72,0,0.0,0.0,13.22,59.83,24.7,0,1,10,1,11.5,4,98.89,753,B,Approve
3001445,44,Male,Bengaluru,Salaried,456500,5.5,3,Personal,187000,60,0,0.0,0.0,10.44,40.96,53.4,0,0,0,1,17.7,1,100.0,681,D,Approve
3001446,51,Female,Indore,Contract,598600,4.5,1,Personal,1226000,36,2,272400.0,9220.0,95.0,204.81,52.28,0,1,10,3,22.2,6,96.82,681,D,Approve
3001447,35,Female,Chennai,Salaried,1181100,9.7,0,Business,492000,12,1,308400.0,6520.0,50.88,41.66,55.49,1,2,13,0,6.3,2,84.33,634,E,Reject
3001448,40,Male,Noida,Self-Employed,535400,0.5,3,Personal,1219000,72,0,0.0,0.0,51.48,227.68,33.84,0,0,0,4,17.5,1,98.33,698,D,Approve
3001449,49,Female,Delhi,Salaried,1001100,13.7,1,Personal,932000,24,2,211100.0,6360.0,61.52,93.1,17.96,0,0,0,3,25.9,7,100.0,781,B,Approve
3001450,42,Male,Hyderabad,Self-Employed,617300,7.0,2,Business,188000,24,0,0.0,0.0,17.95,30.46,35.67,0,1,7,1,18.1,3,96.24,718,C,Approve
3001451,21,Female,Thane,Salaried,1066800,7.9,2,Medical,523000,72,1,218100.0,8910.0,22.08,49.03,33.77,1,2,14,3,0.5,4,89.31,604,E,Reject
3001452,30,Female,Aurangabad,Salaried,1136200,6.8,1,Home,2296000,72,1,242100.0,8010.0,62.89,202.08,17.03,0,0,0,3,8.0,3,100.0,697,D,Reject
3001453,42,Female,Chennai,Business Owner,1018300,3.5,1,Business,971000,36,3,487700.0,16640.0,58.74,95.36,7.51,2,3,25,1,23.2,4,76.04,684,D,Reject
3001454,33,Female,Chennai,Salaried,719400,6.2,1,Education,728000,24,0,0.0,0.0,56.0,101.2,31.66,0,1,10,2,4.9,2,95.32,675,D,Approve
3001455,48,Male,Gurugram,Contract,2005400,3.6,1,Personal,812000,84,1,562800.0,19810.0,21.21,40.49,35.83,0,0,0,1,25.2,7,100.0,759,B,Approve
3001456,52,Male,Gurugram,Salaried,532600,8.3,1,Personal,928000,72,1,264400.0,10640.0,66.12,174.24,14.03,0,1,6,2,24.5,5,93.76,766,B,Reject
3001457,31,Male,Delhi,Salaried,351600,4.7,2,Education,282000,72,0,0.0,0.0,19.14,80.2,19.18,0,1,17,1,6.6,2,95.52,720,C,Approve
3001458,27,Male,Nagpur,Self-Employed,1210500,6.5,1,Medical,1858000,48,2,853100.0,30160.0,80.19,153.49,37.3,0,0,0,1,0.5,4,100.0,662,D,Approve
3001459,33,Female,Bengaluru,Salaried,334100,5.1,1,Personal,195000,36,1,178300.0,3510.0,36.29,58.37,72.44,0,1,6,3,5.7,4,97.85,612,E,Reject
3001460,32,Male,Jaipur,Salaried,469500,2.8,2,Home,1309000,60,1,73100.0,2420.0,86.79,278.81,39.89,0,1,7,2,13.6,5,93.95,716,C,Reject
3001461,49,Female,Thane,Salaried,1118700,7.7,1,Vehicle,2308000,72,0,0.0,0.0,55.93,206.31,53.24,0,0,0,5,30.8,2,100.0,742,C,Approve
3001462,27,Male,Jaipur,Professional,352500,6.4,1,Personal,740000,72,4,1647500.0,54650.0,95.0,209.93,57.91,0,1,12,2,0.5,9,93.9,618,E,Reject
3001463,42,Male,Chennai,Salaried,660200,5.0,2,Vehicle,1447000,72,1,75700.0,2770.0,59.46,219.18,35.22,0,1,18,2,19.3,7,98.94,715,C,Reject
3001464,48,Male,Noida,Self-Employed,754000,5.9,1,Home,909000,12,1,44300.0,1630.0,95.0,120.56,23.44,1,2,18,1,28.8,6,81.7,719,C,Reject
3001465,43,Female,Chennai,Self-Employed,426900,6.6,0,Personal,421000,72,2,323700.0,9430.0,53.39,98.62,20.85,0,1,9,3,20.1,4,99.57,708,C,Approve
3001466,40,Female,Chennai,Professional,349200,10.8,2,Personal,973000,72,0,0.0,0.0,62.58,278.64,16.15,0,0,0,1,18.9,2,99.38,727,C,Reject
3001467,35,Male,Thane,Business Owner,644900,13.0,0,Business,1460000,48,0,0.0,0.0,71.19,226.39,40.42,0,0,0,4,8.8,2,98.19,661,D,Reject
3001468,52,Male,Indore,Salaried,691000,5.0,1,Home,419000,48,2,159200.0,3930.0,26.0,60.64,44.77,1,6,43,4,26.4,6,71.47,657,D,Reject
3001469,34,Female,Hyderabad,Salaried,594200,3.3,3,Personal,1529000,24,0,0.0,0.0,95.0,257.32,23.2,0,0,0,3,11.0,4,95.84,713,C,Reject
3001470,44,Male,Thane,Business Owner,741500,5.2,4,Vehicle,965000,60,1,1122300.0,32070.0,89.24,130.14,14.73,1,3,52,2,16.9,4,80.42,701,C,Approve
3001471,35,Female,Aurangabad,Salaried,517400,4.5,1,Consumer Durable,1097000,84,1,595900.0,19000.0,94.37,212.02,24.98,0,1,14,3,8.7,3,95.65,675,D,Reject
3001472,21,Male,Delhi,Self-Employed,742600,9.1,3,Personal,695000,24,1,177600.0,6640.0,65.32,93.59,6.61,0,1,9,4,0.5,4,96.75,652,D,Reject
3001473,34,Male,Pune,Salaried,557400,5.1,0,Home,1101000,60,1,584200.0,10640.0,75.29,197.52,42.51,0,1,10,4,5.8,5,92.96,652,D,Approve
3001474,35,Male,Hyderabad,Salaried,678200,3.1,0,Home,890000,84,1,447300.0,13340.0,54.06,131.23,43.48,0,0,0,3,10.4,2,100.0,661,D,Reject
3001475,35,Male,Bhopal,Salaried,180000,8.1,2,Vehicle,306000,48,0,0.0,0.0,51.69,170.0,20.19,0,0,0,0,18.8,5,100.0,730,C,Approve
3001476,30,Male,Thane,Business Owner,240300,5.4,1,Vehicle,315000,60,3,860200.0,26740.0,95.0,131.09,26.17,0,1,13,4,3.6,6,96.58,642,E,Reject
3001477,41,Male,Pune,Salaried,503300,3.3,1,Business,707000,60,1,18400.0,560.0,41.19,140.47,24.38,0,0,0,1,20.2,5,100.0,746,C,Approve
3001478,42,Other,Indore,Salaried,2573700,7.1,3,Vehicle,5000000,36,0,0.0,0.0,75.84,194.27,19.65,0,0,0,2,17.0,2,100.0,755,B,Approve
3001479,33,Male,Jaipur,Salaried,554700,0.5,2,Vehicle,622000,12,2,475500.0,16130.0,95.0,112.13,15.63,1,1,16,0,8.6,3,88.45,651,D,Reject
3001480,33,Male,Aurangabad,Professional,364900,4.6,2,Home Renovation,619000,84,0,0.0,0.0,39.36,169.64,65.89,0,0,0,2,13.3,3,98.63,643,E,Reject
3001481,27,Male,Ahmedabad,Salaried,701300,9.0,2,Medical,937000,36,3,447500.0,10850.0,71.56,133.61,28.6,0,1,10,1,1.7,4,95.01,653,D,Approve
3001482,38,Male,Noida,Salaried,1144200,5.4,1,Business,2645000,48,0,0.0,0.0,75.16,231.17,6.8,0,1,9,1,15.4,3,98.27,738,C,Reject
3001483,48,Female,Thane,Salaried,570100,9.5,1,Home,285000,72,1,25400.0,930.0,13.92,49.99,31.56,0,0,0,3,25.5,3,100.0,753,B,Approve
3001484,48,Male,Aurangabad,Salaried,688600,4.2,1,Personal,658000,24,2,945000.0,26480.0,95.0,95.56,18.82,0,0,0,4,24.3,4,100.0,748,C,Reject
3001485,31,Female,Jaipur,Salaried,1435200,8.0,0,Home,1666000,60,1,756900.0,28570.0,55.1,116.08,19.01,1,3,35,3,17.1,4,88.35,698,D,Approve
3001486,53,Male,Delhi,Professional,460400,2.5,0,Personal,728000,48,0,0.0,0.0,53.41,158.12,32.58,0,0,0,0,29.2,2,98.6,751,B,Reject
3001487,33,Other,Ahmedabad,Salaried,1157000,4.8,1,Personal,2318000,72,1,217900.0,5740.0,55.25,200.35,7.44,0,0,0,0,7.0,3,98.17,725,C,Reject
3001488,27,Male,Ahmedabad,Self-Employed,218600,2.0,2,Personal,495000,48,0,0.0,0.0,76.18,226.44,30.47,0,1,17,4,5.3,4,99.31,640,E,Reject
3001489,24,Female,Pune,Salaried,500500,0.5,1,Personal,351000,60,3,605700.0,15970.0,59.25,70.13,63.19,1,3,50,1,0.5,5,81.95,562,E,Reject
3001490,27,Male,Hyderabad,Salaried,533100,3.1,1,Medical,566000,12,0,0.0,0.0,95.0,106.17,34.17,0,2,17,4,0.5,3,92.72,620,E,Reject
3001491,39,Male,Indore,Professional,1363400,3.6,2,Personal,2295000,60,1,210900.0,5970.0,56.22,168.33,23.34,0,1,7,1,18.7,4,98.66,753,B,Approve
3001492,34,Female,Bengaluru,Salaried,769900,3.3,0,Personal,1970000,72,0,0.0,0.0,59.74,255.88,31.15,0,2,12,3,9.4,4,93.51,646,E,Reject
3001493,31,Female,Aurangabad,Salaried,707500,9.3,1,Medical,1889000,60,1,163600.0,3040.0,76.39,267.0,72.04,0,0,0,6,12.7,3,99.7,643,E,Reject
3001494,29,Female,Hyderabad,Salaried,478600,12.5,1,Consumer Durable,314000,24,3,1446500.0,33800.0,95.0,65.61,18.6,0,1,14,2,8.1,7,98.23,696,D,Reject
3001495,27,Male,Bhopal,Salaried,565300,5.2,1,Vehicle,374000,48,1,54600.0,1170.0,24.63,66.16,38.79,0,1,13,0,6.8,5,94.15,683,D,Approve
3001496,28,Female,Chennai,Self-Employed,637800,6.4,1,Business,893000,72,0,0.0,0.0,38.11,140.01,8.39,0,0,0,2,2.3,4,98.77,712,C,Approve
3001497,45,Female,Noida,Business Owner,387200,3.8,1,Personal,586000,84,1,76500.0,2520.0,38.3,151.34,60.67,0,0,0,2,25.0,5,100.0,730,C,Approve
3001498,51,Female,Chennai,Self-Employed,590400,5.5,5,Personal,1488000,12,1,63500.0,2090.0,95.0,252.03,17.41,0,0,0,2,28.9,4,98.99,766,B,Reject
3001499,52,Male,Pune,Self-Employed,585100,5.8,1,Consumer Durable,650000,36,1,584500.0,13250.0,70.06,111.09,47.81,0,0,0,2,31.9,4,100.0,746,C,Reject
3001500,42,Female,Nashik,Salaried,1394700,5.1,4,Business,867000,60,3,1887300.0,61120.0,71.5,62.16,48.57,1,3,48,1,17.9,4,85.46,659,D,Reject
3001501,32,Female,Bhopal,Salaried,1351400,4.6,3,Education,718000,60,1,61300.0,1480.0,15.71,53.13,22.38,0,2,30,0,9.4,3,94.59,726,C,Approve
3001502,30,Female,Delhi,Business Owner,1338500,7.7,1,Business,1492000,36,1,127900.0,5320.0,48.86,111.47,54.67,1,2,16,0,3.7,3,89.35,618,E,Reject
3001503,42,Male,Nashik,Salaried,283700,0.6,1,Vehicle,743000,84,1,65400.0,1650.0,63.04,261.9,19.16,0,1,6,4,15.4,4,96.68,698,D,Reject
3001504,34,Male,Ahmedabad,Salaried,1108200,5.2,0,Personal,1478000,84,1,150400.0,4850.0,36.16,133.37,9.54,0,0,0,3,4.2,3,96.48,704,C,Reject
