Age,Annual_Income,Employment_Duration_Years,Number_of_Dependents,Loan_Amount,Loan_Tenure_Months,Existing_Loans_Count,Total_Outstanding_Debt,Existing_Monthly_EMI,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Credit_Utilization,Previous_Defaults,Missed_Payments,Maximum_Days_Past_Due,Recent_Credit_Enquiries,Credit_History_Length,Number_of_Credit_Accounts,Payment_History,Credit_Score,Employment_Type_Business Owner,Employment_Type_Contract,Employment_Type_Professional,Employment_Type_Salaried,Employment_Type_Self-Employed,Loan_Purpose_Business,Loan_Purpose_Consumer Durable,Loan_Purpose_Education,Loan_Purpose_Home,Loan_Purpose_Home Renovation,Loan_Purpose_Medical,Loan_Purpose_Personal,Loan_Purpose_Vehicle
23,684700,7.0,1,1372000,60,0,0.0,0.0,58.53,200.38,44.68,0,0,0,2,0.5,2,99.53,627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25,615700,4.7,3,327000,36,0,0.0,0.0,20.81,53.11,32.02,0,1,13,4,8.3,5,94.84,666,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,672600,13.1,2,629000,48,0,0.0,0.0,30.43,93.52,10.83,0,0,0,1,6.2,4,100.0,708,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,549500,4.8,3,1488000,60,0,0.0,0.0,79.46,270.79,34.47,0,1,6,5,14.2,4,99.21,686,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,208500,3.9,2,84000,72,1,323900.0,11460.0,76.5,40.29,16.57,0,0,0,2,0.5,3,96.15,692,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,345800,3.2,0,245000,24,1,76800.0,2900.0,48.94,70.85,32.3,0,0,0,1,6.8,2,99.11,709,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35,492400,0.9,2,367000,36,1,248600.0,6670.0,46.55,74.53,29.81,0,0,0,1,17.4,5,100.0,754,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32,571600,8.7,0,549000,84,1,869800.0,17870.0,59.37,96.05,26.19,0,0,0,2,10.6,3,97.55,709,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45,312400,9.4,2,499000,84,2,150400.0,6060.0,56.55,159.73,55.4,0,0,0,2,22.9,5,100.0,718,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43,700800,6.6,5,1334000,24,0,0.0,0.0,95.0,190.35,55.06,0,1,6,1,16.3,3,94.85,707,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45,1070200,1.8,1,757000,72,2,669500.0,24440.0,42.97,70.73,40.62,0,1,15,2,17.2,6,96.58,705,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
46,758100,8.4,1,1054000,12,0,0.0,0.0,95.0,139.03,10.52,0,0,0,0,24.8,1,97.66,794,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
45,753200,4.7,2,1251000,60,1,74100.0,2020.0,50.31,166.09,70.98,0,0,0,3,22.4,4,98.21,661,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,492100,1.4,1,369000,48,1,15200.0,500.0,25.04,74.98,28.9,0,0,0,0,9.5,7,100.0,731,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,664100,5.7,2,567000,36,3,179000.0,5620.0,46.13,85.38,35.62,0,2,30,3,0.5,7,91.49,628,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
38,931300,0.8,0,1571000,48,0,0.0,0.0,50.74,168.69,28.41,0,0,0,3,15.6,6,99.68,702,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22,437800,2.2,0,151000,60,2,323300.0,10710.0,38.59,34.49,36.36,0,1,9,2,0.5,7,97.9,661,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,689300,2.9,2,1530000,12,0,0.0,0.0,95.0,221.96,26.72,0,1,11,5,12.5,2,93.92,708,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
48,840300,5.5,1,770000,60,3,1628200.0,35880.0,76.13,91.63,48.28,0,0,0,1,22.3,7,97.76,715,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
32,524600,8.8,4,567000,60,0,0.0,0.0,29.04,108.08,15.03,0,1,11,3,5.2,2,98.08,666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,344000,4.4,1,692000,48,0,0.0,0.0,63.96,201.16,25.16,0,0,0,0,0.5,3,95.61,669,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,950000,1.3,3,1047000,60,0,0.0,0.0,28.73,110.21,36.14,0,0,0,1,2.4,3,100.0,709,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34,916100,5.4,0,2082000,60,1,87400.0,3030.0,67.01,227.27,66.37,0,3,37,4,10.1,4,94.54,637,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,886200,1.9,2,400000,60,0,0.0,0.0,12.9,45.14,6.15,0,2,30,1,9.2,2,94.42,713,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42,514000,0.5,1,1019000,48,0,0.0,0.0,69.28,198.25,49.46,0,2,23,6,21.0,2,97.22,669,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,765900,2.9,1,777000,72,0,0.0,0.0,22.9,101.45,60.04,0,1,16,2,2.8,4,96.32,606,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27,753400,9.7,2,881000,60,1,478200.0,19900.0,66.1,116.94,39.63,0,1,17,3,5.7,4,99.94,674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
46,763100,10.5,0,1648000,24,1,145000.0,5280.0,95.0,215.96,10.16,1,1,11,1,23.7,5,93.5,743,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32,2071700,5.0,0,1736000,36,4,1024400.0,24630.0,49.43,83.8,31.59,1,4,57,2,16.4,8,79.74,655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
53,1419900,6.0,1,898000,24,0,0.0,0.0,35.16,63.24,51.71,0,2,23,3,30.1,2,95.49,753,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
48,1488700,9.4,3,2859000,48,0,0.0,0.0,66.27,192.05,32.15,0,1,11,7,24.3,4,98.91,705,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1536700,0.5,4,2519000,24,0,0.0,0.0,91.12,163.92,4.35,0,0,0,2,9.0,2,98.83,719,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34,440700,8.3,6,632000,24,1,117400.0,3870.0,93.86,143.41,31.33,0,0,0,1,9.3,3,100.0,699,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,502800,5.7,1,728000,60,0,0.0,0.0,44.06,144.79,19.91,0,0,0,1,9.5,1,100.0,709,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,412500,4.5,2,692000,60,0,0.0,0.0,44.4,167.76,21.9,0,1,10,2,4.0,3,99.24,707,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29,312900,5.3,1,400000,48,1,227300.0,8210.0,71.88,127.84,28.94,1,2,25,2,0.5,3,88.27,594,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34,646200,11.4,1,973000,24,1,234300.0,5850.0,93.89,150.57,47.91,0,0,0,3,12.7,3,100.0,680,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41,934700,7.2,4,768000,36,0,0.0,0.0,35.63,82.17,5.41,0,1,13,1,13.3,3,98.98,712,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30,586100,7.9,0,955000,36,0,0.0,0.0,67.28,162.94,29.19,0,0,0,3,3.4,1,100.0,667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32,690100,7.2,0,999000,48,0,0.0,0.0,47.99,144.76,3.75,2,6,98,2,15.6,3,70.53,690,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37,618700,14.1,1,720000,24,2,419000.0,13170.0,93.39,116.37,23.87,0,0,0,3,5.1,4,96.09,669,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1603300,6.5,1,2731000,60,1,117200.0,4430.0,48.21,170.34,8.16,0,1,9,4,13.5,5,100.0,752,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28,1264700,12.3,1,2824000,36,0,0.0,0.0,90.06,223.29,22.11,1,5,79,4,8.1,3,73.45,621,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43,670500,9.4,1,882000,72,1,37700.0,1230.0,33.79,131.54,28.39,0,2,19,3,25.6,4,95.08,735,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
44,1006600,5.0,2,398000,48,0,0.0,0.0,11.81,39.54,18.35,0,2,20,1,22.0,4,90.57,739,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
49,652700,3.5,1,439000,84,0,0.0,0.0,13.67,67.26,19.24,0,0,0,1,28.8,3,100.0,804,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25,907400,7.7,2,2245000,60,1,79800.0,2880.0,76.35,247.41,35.36,0,0,0,0,4.1,3,100.0,704,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32,392300,12.3,2,886000,36,0,0.0,0.0,86.94,225.85,1.24,0,0,0,5,5.4,2,98.16,704,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1335100,4.5,1,2286000,24,0,0.0,0.0,95.0,171.22,36.18,0,2,27,0,9.4,2,94.45,644,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
51,1046300,10.1,2,548000,48,1,560100.0,20170.0,41.28,52.38,59.29,0,2,23,4,32.1,5,93.43,733,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30,1152000,5.4,2,1152000,84,0,0.0,0.0,21.26,100.0,12.1,0,1,5,1,6.5,5,93.65,729,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25,303400,2.3,0,231000,48,2,1291100.0,50070.0,95.0,76.14,64.93,0,1,13,5,3.9,6,97.05,594,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39,964100,5.5,2,1657000,60,1,485800.0,11470.0,64.77,171.87,51.22,0,2,24,1,13.1,4,95.88,669,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22,1137200,4.9,1,2490000,60,2,219300.0,5280.0,69.38,218.96,51.69,0,2,11,0,2.1,4,93.06,626,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25,339800,10.2,0,110000,72,2,547900.0,15410.0,63.28,32.37,33.82,0,0,0,0,3.9,3,99.46,648,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40,656600,6.0,1,1683000,48,0,0.0,0.0,78.44,256.32,68.97,0,1,8,3,19.3,3,100.0,658,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
41,1271400,4.9,1,1953000,60,0,0.0,0.0,44.62,153.61,34.52,0,1,6,2,23.0,3,94.5,753,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35,459500,3.1,3,420000,24,2,385900.0,9640.0,79.92,91.4,34.73,0,0,0,0,14.8,6,100.0,698,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32,737700,2.7,1,1242000,60,2,683400.0,18340.0,77.53,168.36,42.41,0,0,0,4,5.8,4,98.86,677,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,801700,5.1,0,635000,24,0,0.0,0.0,46.04,79.21,45.21,0,1,12,1,6.1,4,100.0,665,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27,485400,6.5,1,765000,36,1,107100.0,4500.0,78.27,157.6,14.53,0,2,10,2,1.9,5,95.78,662,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,328200,5.8,1,490000,36,0,0.0,0.0,58.02,149.3,74.19,0,1,6,0,6.2,3,98.67,625,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1409700,5.7,2,3597000,60,0,0.0,0.0,66.34,255.16,15.08,0,1,13,3,7.7,2,97.15,695,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
40,1039200,9.6,2,2269000,24,1,150200.0,3290.0,95.0,218.34,30.1,0,0,0,4,13.6,3,100.0,674,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36,319700,9.0,2,329000,36,0,0.0,0.0,42.34,102.91,52.9,0,0,0,1,6.0,2,100.0,649,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43,647100,6.0,0,550000,12,1,97400.0,4020.0,95.0,84.99,27.22,2,3,28,6,15.7,4,70.56,632,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,1897600,4.1,3,3453000,48,1,98000.0,3200.0,59.8,181.97,47.02,0,0,0,2,14.7,3,100.0,661,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27,888500,2.5,2,1685000,72,4,549400.0,16340.0,72.22,189.65,34.98,0,0,0,3,0.5,6,100.0,627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38,993700,9.4,2,362000,84,0,0.0,0.0,9.05,36.43,13.08,0,1,14,0,9.0,3,99.68,737,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24,1326600,4.5,0,1427000,24,0,0.0,0.0,62.66,107.57,19.73,0,2,13,0,2.3,5,91.67,683,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
42,664200,3.6,2,516000,48,0,0.0,0.0,25.17,77.69,56.92,0,1,8,1,14.7,2,97.18,688,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,850600,0.5,2,530000,60,0,0.0,0.0,17.32,62.31,24.32,0,0,0,2,13.6,4,100.0,718,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,1436200,3.6,2,1412000,36,3,952500.0,30400.0,66.14,98.31,42.66,0,0,0,1,7.5,6,100.0,685,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
27,1449000,2.7,3,838000,84,0,0.0,0.0,13.36,57.83,30.64,1,3,23,2,1.2,2,87.07,616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
44,565000,2.8,0,1249000,48,1,209500.0,6690.0,82.62,221.06,23.67,0,2,23,2,27.7,7,95.99,770,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34,473100,5.5,3,139000,36,0,0.0,0.0,11.52,29.38,34.02,0,1,16,2,10.7,2,97.92,664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21,605400,6.2,2,1601000,24,2,235600.0,7770.0,95.0,264.45,21.8,0,0,0,4,0.5,4,97.3,663,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,542800,4.8,2,1178000,84,0,0.0,0.0,50.1,217.02,33.61,0,2,33,3,5.9,4,90.01,638,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
31,417200,5.1,1,246000,48,1,141000.0,5400.0,33.83,58.96,18.87,0,0,0,3,6.9,4,97.97,686,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
47,660200,2.8,2,1579000,60,1,176000.0,6260.0,73.11,239.17,39.03,0,0,0,2,24.7,3,100.0,726,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
53,599100,2.9,2,893000,24,2,247600.0,8890.0,95.0,149.06,54.67,0,0,0,4,26.0,6,98.86,712,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31,961400,1.5,1,818000,72,1,176100.0,5330.0,27.53,85.08,8.91,0,0,0,3,15.1,5,100.0,751,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,907800,1.8,3,2536000,36,4,1485800.0,46040.0,95.0,279.36,40.31,0,1,8,5,18.9,6,100.0,672,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41,608400,5.6,2,1454000,36,0,0.0,0.0,95.0,238.99,25.49,0,2,28,1,22.7,3,90.72,725,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,737300,11.7,1,1656000,24,0,0.0,0.0,95.0,224.6,17.81,0,1,5,4,0.5,2,93.64,658,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45,959800,5.4,2,1522000,48,2,148100.0,4700.0,57.98,158.57,46.4,0,0,0,4,17.0,4,100.0,702,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
24,1114600,6.4,3,2109000,36,0,0.0,0.0,78.97,189.22,25.86,0,0,0,2,11.0,3,99.24,707,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
22,1246900,7.8,2,980000,36,1,27600.0,790.0,33.39,78.59,22.75,0,0,0,1,0.5,3,99.34,664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
46,515000,4.0,3,1132000,24,3,798700.0,24790.0,95.0,219.81,14.24,0,0,0,4,20.9,6,100.0,734,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36,1536400,4.5,0,3583000,60,1,261800.0,7850.0,75.56,233.21,9.91,0,0,0,3,11.0,3,97.21,732,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,588300,0.5,0,1256000,24,2,174800.0,4120.0,95.0,213.5,19.06,1,4,43,4,13.1,5,79.32,665,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
36,429700,7.5,2,206000,48,0,0.0,0.0,14.63,47.94,71.88,1,4,33,1,9.3,4,81.11,569,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28,735500,7.3,0,1935000,84,0,0.0,0.0,56.72,263.09,16.59,2,6,56,1,10.9,4,68.18,607,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37,591000,7.4,1,367000,36,0,0.0,0.0,25.25,62.1,32.9,0,2,19,2,7.2,3,99.04,626,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
31,748000,12.6,1,679000,60,1,285700.0,6840.0,38.49,90.78,42.37,0,1,17,1,2.5,2,94.6,665,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
44,310400,4.7,0,348000,72,3,1081300.0,37600.0,95.0,112.11,16.06,0,0,0,4,21.2,6,95.77,725,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40,404000,9.7,2,847000,24,2,759300.0,17240.0,95.0,209.65,35.85,1,4,25,3,12.5,6,84.11,662,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34,391600,0.5,3,684000,36,0,0.0,0.0,71.14,174.67,35.13,0,1,10,1,7.7,5,91.87,647,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
48,694200,4.2,0,1236000,60,0,0.0,0.0,48.87,178.05,41.34,0,2,33,6,23.2,2,90.04,700,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33,418800,3.2,0,1039000,72,0,0.0,0.0,64.89,248.09,19.05,0,0,0,1,0.5,2,96.43,659,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1462300,2.3,1,3086000,84,1,406600.0,10610.0,60.54,211.04,51.72,0,0,0,3,7.4,3,100.0,638,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32,621100,3.8,1,585000,48,0,0.0,0.0,31.7,94.19,25.87,0,1,5,0,11.4,3,92.24,703,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
23,1089000,7.2,1,3041000,72,0,0.0,0.0,63.22,279.25,40.25,0,1,17,3,1.4,3,100.0,638,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,466800,4.7,1,131000,36,2,942300.0,24580.0,75.26,28.06,43.0,0,1,17,1,13.9,3,94.46,664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21,848500,6.5,0,522000,48,1,543900.0,16710.0,44.97,61.52,12.68,0,0,0,1,0.5,9,100.0,689,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,656100,3.4,3,1195000,36,0,0.0,0.0,73.84,182.14,39.42,0,0,0,2,14.6,2,100.0,704,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33,612600,6.0,0,1619000,24,0,0.0,0.0,95.0,264.28,7.09,0,1,17,5,12.4,3,97.11,695,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1761200,4.7,2,4104000,60,0,0.0,0.0,58.96,233.02,45.92,0,0,0,1,9.7,6,98.92,672,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,290400,4.0,0,697000,60,0,0.0,0.0,71.1,240.01,24.23,0,0,0,3,9.6,1,100.0,682,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32,379300,6.2,5,1038000,24,2,251400.0,5770.0,95.0,273.66,23.17,0,0,0,4,8.0,4,95.66,685,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34,370700,12.8,3,271000,48,0,0.0,0.0,23.68,73.1,10.35,1,2,34,3,13.1,4,84.13,664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38,608400,2.8,0,214000,84,0,0.0,0.0,6.87,35.17,35.91,0,2,30,1,11.6,4,96.19,684,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,650200,2.3,1,597000,72,0,0.0,0.0,20.39,91.82,17.65,0,0,0,3,1.9,2,100.0,668,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
48,377800,4.7,1,829000,24,0,0.0,0.0,95.0,219.43,21.05,0,1,11,4,26.3,1,94.38,749,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
49,969000,7.4,5,2015000,24,1,95700.0,3740.0,95.0,207.95,6.06,0,1,16,1,24.7,2,99.62,780,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41,936700,0.5,1,572000,24,0,0.0,0.0,36.07,61.07,4.54,0,0,0,0,15.1,3,100.0,755,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
47,1093600,0.5,1,698000,12,0,0.0,0.0,68.91,63.83,11.34,0,0,0,2,23.3,2,100.0,757,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,644400,12.4,1,272000,36,0,0.0,0.0,18.01,42.21,46.84,0,0,0,1,6.9,1,97.67,698,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,310300,3.5,0,845000,60,1,37800.0,790.0,74.9,272.32,38.82,0,1,8,8,6.1,2,96.61,651,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,366700,14.9,1,526000,48,0,0.0,0.0,47.9,143.44,27.77,0,2,32,4,0.5,2,94.74,652,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30,1450800,8.2,2,2682000,72,0,0.0,0.0,46.13,184.86,16.5,0,1,11,3,5.9,2,99.09,702,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
48,1164100,6.8,3,3227000,72,0,0.0,0.0,68.3,277.21,44.9,0,2,19,2,25.1,2,93.26,729,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
